index,rater,source,target,category,severity
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Fluency/Grammar,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Fluency/Grammar,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Fluency/Punctuation,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Source issue,Minor
818,57056787,和我以往用过的插线板比较，外部做工一般，内部如何未拆开看，但愿如店家所描述，从使用方便性上看，每一独立单位是否通电缺少显示,"Compared with the plug boards I have used in the past, the exterior is generally working, and the interior is not opened, but as described by the shop owner, from the ease of use, it is possible to see if there is a lack of power supply to each separate unit",Style/Unnatural or awkward,Minor
819,56197218,包装破损了，等时间来检验产品的质量。,"The packaging was damaged, so it's time to check the quality of the product.",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Accuracy/Mistranslation,Major
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Style/Bad sentence structure,Minor
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Style/Bad sentence structure,Minor
820,56197218,外包装破损较严重，里面的包装盒似乎是新的，但是说明书好像不是新的，九月才装修，囤货中，希望到时候不会是坏的，请亚马逊解释一下为什么好几个顾客提到包装破损，你们却能安然处之，谢谢！,"It was badly damaged, the box inside looks new, but the instructions aren't new, it was just updated in September, it's still in stock and hopefully it won't be so bad, please explain to Amazon why several customers mentioned damaged packaging and you are safe, thank you!",Style/Unnatural or awkward,Minor
